year,age,maritl,race,education,region,jobclass,health,health_ins,logwage,wage
2005,56,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.665327,288.682471
2008,52,2. Married,3. Asian,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,2. No,5.001484,148.633618
2007,67,3. Widowed,3. Asian,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.186182,178.784608
2008,45,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.351904,211.009578
2007,64,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.252335,191.011827
2007,69,4. Divorced,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.043063,154.943924
2007,67,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.990209,146.967097
2008,35,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.993484,147.449316
2004,31,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.71489,111.596511
2005,49,1. Never Married,4. Other,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,5.561117,260.113246
2008,22,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.916066,136.464741
2009,53,2. Married,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.086916,161.889806
2007,69,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.856043,128.514644
2003,34,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.227631,186.350819
2003,57,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,5.480503,239.96738
2008,80,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.078195,160.484115
2003,22,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.547447,94.391149
2008,29,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.139869,170.693437
2007,24,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.609782,100.462289
2008,23,3. Widowed,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.633645,102.888366
2009,28,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.110893,165.818432
2004,43,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.103453,164.58929
2009,32,2. Married,3. Asian,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.25006,70.109623
2005,75,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.615188,101.006789
2005,37,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.739435,114.369514
2006,46,2. Married,3. Asian,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.794112,120.797046
2003,27,4. Divorced,3. Asian,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.607349,100.218124
2003,28,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.776114,118.642395
2004,28,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.659475,105.580591
2007,46,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.254286,191.384853
2004,48,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.721578,112.345343
2008,46,3. Widowed,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,4.722582,112.458287
2003,54,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,5.288278,198.002106
2004,75,3. Widowed,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.718513,112.001538
2004,60,2. Married,3. Asian,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.501024,244.942733
2003,78,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.851288,127.905072
2005,34,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.709893,301.838768
2006,28,2. Married,4. Other,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.851221,127.8965
2006,32,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.326793,205.777061
2004,24,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.472638,87.587504
2004,64,2. Married,2. Black,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,5.080858,160.912094
2009,23,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.045308,155.292155
2007,67,4. Divorced,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.207355,182.610459
2003,63,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.896742,133.852942
2004,50,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.867485,129.993637
2007,60,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.234887,187.707865
2008,61,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.971253,144.207521
2009,50,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.334801,207.431535
2006,32,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.653855,104.98899
2007,59,2. Married,2. Black,1. < HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.346995,77.246007
2004,47,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.823995,124.461373
2004,73,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.862678,129.370188
2007,24,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.712934,111.378422
2008,25,2. Married,4. Other,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.558998,95.487788
2006,19,3. Widowed,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.681703,107.953807
2003,67,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.903922,134.817559
2006,29,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.389182,80.574479
2008,55,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.756602,116.349919
2005,75,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.175354,176.859134
2008,54,1. Never Married,2. Black,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.353558,211.358906
2008,73,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.047019,155.558041
2003,53,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.366617,214.137173
2008,19,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.651479,104.73975
2003,21,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.918478,136.794241
2007,39,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.000505,148.488096
2009,35,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.759517,116.689579
2008,25,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.92606,137.835315
2009,19,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.633162,102.838736
2007,80,4. Divorced,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.612407,100.72632
2008,48,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.915914,136.444027
2009,48,2. Married,2. Black,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.327109,205.841993
2006,31,2. Married,2. Black,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.86509,129.682672
2005,18,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.569608,96.50629
2004,51,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.679193,292.713147
2009,25,2. Married,2. Black,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.583009,97.808246
2008,26,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.222155,68.180275
2007,18,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.330595,75.989493
2003,47,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.935986,139.210277
2008,45,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.215112,184.032478
2003,74,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.971886,144.298781
2004,38,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.811055,122.861177
2008,74,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.538208,93.523047
2004,38,1. Never Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,5.35436,211.52846
2008,19,2. Married,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.57379,96.910671
2007,30,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.634216,102.947197
2007,37,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.358957,212.50329
2004,43,2. Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.049855,155.999886
2003,67,5. Separated,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,5.35422,211.499003
2003,24,4. Divorced,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.711781,111.250086
2005,43,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,5.639623,281.356619
2005,79,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.807346,122.406369
2006,51,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.808999,122.608869
2004,44,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.390349,219.2798
2005,52,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.242699,189.180036
2003,44,4. Divorced,2. Black,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.537756,254.107219
2004,57,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.078682,160.562307
2003,32,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.301046,200.546444
2008,71,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.441142,84.871797
2006,29,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.669224,106.614963
2004,48,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,2. No,5.104002,164.67965
2004,80,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.732758,113.608463
2008,62,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,5.55006,257.252947
2006,42,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.739507,114.377843
2005,44,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,5.468698,237.151303
2004,32,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.776984,118.745717
2004,52,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.933787,138.904548
2004,24,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,4.674558,107.185231
2005,76,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.389234,219.035548
2005,48,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.884989,132.288998
2009,69,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.272231,194.85028
2006,59,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.974132,144.623212
2008,50,4. Divorced,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,5.67974,292.873216
2004,47,1. Never Married,4. Other,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.760798,116.83907
2008,42,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.466722,236.683075
2005,55,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.294712,199.280174
2007,62,2. Married,4. Other,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.468033,236.993669
2005,63,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.10417,164.707313
2006,67,2. Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.098362,163.753423
2004,34,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.798036,121.271975
2009,53,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.75993,116.737702
2005,52,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.942505,140.120817
2004,79,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.869192,130.215652
2007,30,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.938511,139.562293
2006,47,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.891832,133.197362
2009,22,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.945919,140.600038
2006,72,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.716932,111.824688
2004,29,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.808807,122.585343
2007,26,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.797378,121.192281
2008,59,2. Married,1. White,1. < HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.731506,113.466266
2006,19,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.563788,95.946191
2009,74,4. Divorced,4. Other,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.865164,129.692145
2009,25,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.103251,164.556049
2008,66,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.984543,146.136816
2008,26,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.222847,185.461458
2005,49,2. Married,3. Asian,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.877853,131.348306
2005,51,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.188664,179.229031
2003,46,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.908985,135.501743
2003,72,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.996274,147.861272
2005,43,2. Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.293351,199.0092
2006,50,4. Divorced,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.621807,101.67759
2007,57,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.114728,166.455434
2009,65,2. Married,3. Asian,2. HS Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,4.707695,110.796534
2004,62,2. Married,2. Black,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.789083,120.191126
2007,31,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,1. Industrial,1. <=Good,2. No,4.579259,97.442136
2007,38,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,4.914247,136.216718
2003,29,1. Never Married,3. Asian,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.305238,74.086831
2006,63,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.390055,219.215337
2008,79,1. Never Married,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.245501,189.710829
2008,24,2. Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.550219,94.653102
2004,47,3. Widowed,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.046384,155.459288
2007,30,1. Never Married,2. Black,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,5.138429,170.447711
2007,65,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,2. No,4.752316,115.85233
2009,63,2. Married,1. White,5. Advanced Degree,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,5.603543,271.386223
2008,55,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,1. <=Good,1. Yes,5.394158,220.116738
2004,29,1. Never Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.997381,148.02502
2004,78,4. Divorced,1. White,3. Some College,2. Middle Atlantic,1. Industrial,1. <=Good,1. Yes,4.97529,144.790743
2004,43,1. Never Married,1. White,2. HS Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,4.986524,146.426529
2007,52,4. Divorced,2. Black,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.420336,225.955131
2006,37,1. Never Married,1. White,3. Some College,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.079701,160.725933
2003,50,5. Separated,1. White,3. Some College,2. Middle Atlantic,1. Industrial,2. >=Very Good,2. No,5.080703,160.887043
2003,56,2. Married,1. White,4. College Grad,2. Middle Atlantic,2. Information,2. >=Very Good,1. Yes,5.417309,225.272091
2005,66,2. Married,1. White,4. College Grad,2. Middle Atlantic,1. Industrial,2. >=Very Good,1. Yes,5.28659,197.668293
