訂單編號,日期,星期,分店,時段,天氣,會員編號,品項,類別,數量,單價,金額
A21974,2026-08-07,星期五,板橋,下午,晴,M1354,拿鐵,咖啡,1,90,90.0
A22924,2026-08-17,星期一,中壢,早上,晴,,卡布奇諾,咖啡,1,95,95.0
A22115,2026-08-09,星期日,信義店,下午,晴,,美式咖啡,咖啡,3,70,210.0
A23327,2026-08-22,星期六,中壢店,早上,晴,M0569,肉桂捲,烘焙,1,85,
A23330,2026-08-22,星期六,中壢店,下午,晴,M0784,紅茶,茶飲,3,50,150.0
A21796,2026-08-05,星期三,信義店,早上,雨,M0353,卡布奇諾,咖啡,1,95,95.0
A23431,2026-08-24,星期一,信義店,早上,晴,M1189,可頌,烘焙,1,60,60.0
A23387,2026-08-23,星期日,板橋店,下午,雨,M1001,肉桂捲,烘焙,1,85,85.0
A23106,2026-08-20,星期四,板橋店,早上,晴,,紅茶,茶飲,3,50,150.0
A23150,2026-08-21,星期五,信義店,下午,陰,M0004,卡布奇諾,咖啡,1,95,95.0
A22753,2026-08-15,星期六,中壢店,早上,晴,,拿鐵,咖啡,2,90,180.0
A21849,2026-08-06,星期四,信義店,下午,陰,M1384,抹茶拿鐵,茶飲,1,100,100.0
A22630,2026-08-15,星期六,信義店,下午,晴,M1944,卡布奇諾,咖啡,2,95,190.0
A22556,2026-08-14,星期五,信義店,下午,晴,,起司蛋糕,烘焙,1,120,120.0
A23439,2026-08-24,星期一,板橋店,早上,晴,M0837,抹茶拿鐵,茶飲,1,100,100.0
A22392,2026-08-12,星期三,板橋店,早上,陰,,美式咖啡,咖啡,1,70,70.0
A23093,2026-08-20,星期四,信義店,下午,晴,,美式咖啡,咖啡,2,70,140.0
A22154,2026-08-09,星期日,信義店,早上,晴,M1846,拿鐵,咖啡,2,90,180.0
A22257,2026-08-10,星期一,信義店,下午,晴,M0156,卡布奇諾,咖啡,2,95,190.0
A23089,2026-08-20,星期四,信義店,下午,晴,,起司蛋糕,烘焙,2,120,240.0
A23068,2026/08/19,星期三,中壢店,下午,晴,,紅茶,茶飲,1,50,50.0
A22616,2026/08/14,星期五,中壢店,晚上,晴,,紅茶,茶飲,1,50,50.0
A23685,2026-08-28,星期五, 信義店,下午,晴,M1091,可頌,烘焙,1,60,60.0
A23779,2026-08-29,星期六,信義店,下午,陰,,起司蛋糕,烘焙,3,120,360.0
A22442,2026-08-13,星期四,信義店,晚上,晴,,拿鐵,咖啡,1,90,90.0
A22443,2026-08-13,星期四,信義店,晚上,晴,M1143,拿鐵,咖啡,3,90,270.0
A22992,2026-08-18,星期二,中壢店,下午,陰,M1517,紅茶,茶飲,1,50,50.0
A21606,2026-08-02,星期日,板橋店,早上,陰,,拿鐵,咖啡,1,90,90.0
A23841,20260829,星期六,中壢店,早上,陰,M1417,卡布奇諾,咖啡,1,95,95.0
A22171,2026-08-09,星期日,板橋店,早上,晴,,起司蛋糕,烘焙,3,120,360.0
A22141,2026-08-09,星期日,信義店,下午,晴,M1858,紅茶,茶飲,1,50,50.0
A21982,2026-08-07,星期五,板橋店,早上,晴,M0716,紅茶,茶飲,3,50,150.0
A21687,2026-08-03,星期一,板橋店,下午,晴,M1272,卡布奇諾,咖啡,1,95,95.0
A23358,2026-08-23,星期日,信義店,早上,雨,,美式咖啡,咖啡,2,70,140.0
A23015,2026/08/19,星期三,信義店,晚上,晴,,卡布奇諾,咖啡,3,95,285.0
A21942,2026-08-07,星期五,信義店,下午,晴,M0692,卡布奇諾,咖啡,1,95,95.0
A22414,2026-08-12,星期三,板橋店,早上,陰,,拿鐵,咖啡,1,90,90.0
A22212,2026/08/09,星期日,中壢店,下午,晴,M0239,抹茶拿鐵,茶飲,1,100,100.0
A23111,2026-08-20,星期四,板橋店,下午,晴,M1825,拿鐵,咖啡,3,90,270.0
A21995,2026-08-07,星期五,板橋店,下午,晴,,紅茶,茶飲,3,50,150.0
A23524,2026-08-26,星期三,信義店,下午,陰,M0293,拿鐵,咖啡,2,90,180.0
A23729,2026-08-28,星期五,板橋店,下午,晴,,可頌,烘焙,2,60,120.0
A21948,2026-08-07,星期五,信義店,下午,晴,,美式咖啡,咖啡,3,70,210.0
A22986,2026-08-18,星期二,中壢店,早上,陰,,拿鐵,咖啡,2,90,180.0
A22054,2026-08-08,星期六,板橋店,下午,雨,M0343,紅茶,茶飲,3,50,150.0
A22955,2026-08-18,星期二,信義店,早上,陰,M0942,拿鐵,咖啡,1,90,90.0
A21823,2026-08-05,星期三,中壢店,早上,雨,M0017,卡布奇諾,咖啡,1,95,95.0
A22694,2026-08-15,星期六,板橋店,下午,晴,M1665,美式咖啡,咖啡,1,70,70.0
A22251,2026-08-10,星期一,信義店,下午,晴,,拿鐵,咖啡,2,90,180.0
A23437,2026-08-24,星期一,信義店,晚上,晴,,卡布奇諾,咖啡,3,95,285.0
A23844,2026-08-29,星期六,中壢店,早上,陰,,美式咖啡,咖啡,2,70,140.0
A23313,2026/08/22,星期六,板橋店,早上,晴,,卡布奇諾,咖啡,3,95,285.0
A22313,2026-08-11,星期二,信義店,晚上,雨,,拿鐵,咖啡,2,90,180.0
A21562,2026-08-01,星期六,中壢店,下午,雨,M1289,美式咖啡,咖啡,1,70,70.0
A22870,2026-08-16,星期日,中壢店,晚上,陰,M1599,抹茶拿鐵,茶飲,2,100,200.0
A21730,2026-08-04,星期二,信義店,下午,雨,M0231,拿鐵,咖啡,1,90,90.0
A23445,2026-08-24,星期一,板橋店,早上,晴,M0018,拿鐵,咖啡,1,90,90.0
A22566,2026-08-14,星期五,板橋店,下午,晴,M0986,起司蛋糕,烘焙,2,120,240.0
X0009,2026/08/26,星期三,中壢店,下午,陰,M1779,抹茶拿鐵,茶飲,-1,100,-100.0
A23050,2026-08-19,星期三,板橋店,下午,晴,,卡布奇諾,咖啡,2,95,190.0
A21491,2026-08-01,星期六,信義店,下午,雨,M0278,拿鐵,咖啡,3,90,270.0
A22165,2026-08-09,星期日,板橋店,早上,晴,M0409,卡布奇諾,咖啡,2,95,190.0
A23192,20260821,星期五,板橋店,下午,陰,,可頌,烘焙,1,60,60.0
A23641,2026-08-27,星期四,中壢店,晚上,晴,M0562,抹茶拿鐵,茶飲,1,100,100.0
A23748,2026-08-28,星期五,中壢店,下午,晴,,美式咖啡,咖啡,3,70,210.0
A24001,2026-08-31,星期一,信義店,早上,晴,M0023,紅茶,茶飲,1,50,50.0
A21773,2026-08-04,星期二,中壢店,早上,雨,M1294,抹茶拿鐵,茶飲,3,100,300.0
A23591,2026-08-27,星期四,信義店,下午,晴,M0832,美式咖啡,咖啡,1,70,70.0
A23515,2026/08/25,星期二,中壢店,早上,雨,M0913,美式咖啡,咖啡,1,70,70.0
A22818,2026-08-16,星期日,板橋店,下午,陰,,美式咖啡,咖啡,1,70,70.0
A24022,2026-08-31,星期一,板橋店,晚上,晴,M0618,肉桂捲,烘焙,3,85,255.0
A22725,2026-08-15,星期六,板橋店,晚上,晴,M1925,拿鐵,咖啡,1,90,90.0
A23750,2026/08/28,星期五,中壢店,早上,晴,M0062,抹茶拿鐵,茶飲,3,100,300.0
A22513,2026-08-13,星期四,中壢店,晚上,晴,M1262,拿鐵,咖啡,1,90,90.0
A23744,2026-08-28,星期五,中壢店,下午,晴,,抹茶拿鐵,茶飲,3,100,300.0
A23108,2026-08-20,星期四,板橋店,晚上,晴,,拿鐵,咖啡,2,90,180.0
A21910,2026/08/06,星期四,中壢店,下午,陰,,紅茶,茶飲,2,50,100.0
A23071,2026/08/19,星期三,中壢店,下午,晴,,抹茶拿鐵,茶飲,1,100,100.0
A23856,2026-08-29,星期六,中壢店,下午,陰,M0462,美式咖啡,咖啡,1,70,70.0
A23029,2026-08-19,星期三,信義店,早上,晴,M0065,卡布奇諾,咖啡,2,95,190.0
A21919,2026-08-06,星期四,中壢店,早上,陰,M1607,可頌,烘焙,3,60,180.0
A23789,2026-08-29,星期六,信義店,早上,陰,M1225,拿鐵,咖啡,3,90,270.0
A22484,2026-08-13,星期四,板橋店,下午,晴,,可頌,烘焙,3,60,180.0
A23084,2026/08/20,星期四,信義店,下午,晴,,抹茶拿鐵,茶飲,2,100,200.0
A23917,2026-08-30,星期日,板橋店,下午,晴,,拿鐵,咖啡,2,90,180.0
A23147,2026/08/21,星期五,信義店,早上,陰,,紅茶,茶飲,3,50,150.0
A22269,2026/08/10,星期一,板橋店,早上,晴,M0808,拿鐵,咖啡,1,90,90.0
A21581,2026-08-02,星期日,信義店,下午,陰,M0214,紅茶,茶飲,1,50,50.0
A23261,2026-08-22,星期六,信義店,下午,晴,M1994,紅茶,茶飲,1,50,50.0
A22778,2026-08-16,星期日,信義店,早上,陰,M0113,紅茶,茶飲,2,50,100.0
A23792,2026-08-29,星期六,信義店,下午,陰,M1620,卡布奇諾,咖啡,2,95,190.0
A23910,2026-08-30,星期日,板橋店,下午,晴,M0314,卡布奇諾,咖啡,1,95,95.0
A23529,2026-08-26,星期三,信義店,早上,陰,,拿鐵,咖啡,1,90,90.0
A23743,2026-08-28,星期五,中壢店,早上,晴,,抹茶拿鐵,茶飲,3,100,300.0
A22246,2026-08-10,星期一,信義店,下午,晴,M0503,拿鐵,咖啡,2,90,180.0
A21746,2026-08-04,星期二,信義店,下午,雨,,卡布奇諾,咖啡,1,95,95.0
A22489,2026-08-13,星期四,板橋店,晚上,晴,M0595,卡布奇諾,咖啡,1,95,95.0
A22900,2026-08-17,星期一,板橋店,下午,晴,M0650,拿鐵,咖啡,2,90,180.0
A22103,2026/08/09,星期日,信義店,下午,晴,M1262,拿鐵,咖啡,2,90,180.0
A23011,20260819,星期三,信義店,早上,晴,M0319,可頌,烘焙,3,60,180.0
A22031,2026-08-08,星期六,信義店,早上,雨,M0119,肉桂捲,烘焙,1,85,85.0
A22611,2026-08-14,星期五, 中壢店,早上,晴,M0780,美式咖啡,咖啡,1,70,70.0
A23880,20260830,星期日,信義店,下午,晴,,拿鐵,咖啡,2,90,180.0
A22569,2026-08-14,星期五,板橋店,早上,晴,M0227,起司蛋糕,烘焙,2,120,240.0
A22106,2026-08-09,星期日,信義店,晚上,晴,M0520,卡布奇諾,咖啡,1,95,95.0
A23286,2026/08/22,星期六,板橋店,早上,晴,M0996,抹茶拿鐵,茶飲,3,100,300.0
A23755,2026-08-29,星期六,信義店,下午,陰,,拿鐵,咖啡,3,90,270.0
A23117,2026-08-20,星期四,板橋店,下午,晴,M1986,美式咖啡,咖啡,1,70,70.0
A21723,2026-08-03,星期一,中壢店,晚上,晴,,美式咖啡,咖啡,1,70,70.0
A21848,2026-08-06,星期四,信義店,早上,陰,M0798,拿鐵,咖啡,1,90,90.0
A22817,2026-08-16,星期日,板橋店,晚上,陰,M1606,抹茶拿鐵,茶飲,1,100,100.0
A22230,2026/08/09,星期日,中壢店,下午,晴,M0547,可頌,烘焙,3,60,180.0
A23152,2026-08-21,星期五,信義店,晚上,陰,M0883,可頌,烘焙,1,60,60.0
A23109,2026-08-20,星期四,板橋店,下午,晴,M0239,抹茶拿鐵,茶飲,1,100,100.0
A23219,2026-08-21,星期五,中壢店,早上,陰,M0516,紅茶,茶飲,2,50,100.0
A21646,2026-08-02,星期日,中壢店,早上,陰,,紅茶,茶飲,2,50,100.0
A22182,2026-08-09,星期日,板橋店,早上,晴,M1174,拿鐵,咖啡,1,90,90.0
A22791,2026-08-16,星期日,信義店,下午,陰,,拿鐵,咖啡,3,90,270.0
A23040,2026-08-19,星期三,板橋店,早上,晴,M1731,拿鐵,咖啡,2,90,180.0
A23128,2026-08-20,星期四,中壢店,下午,晴,M1903,卡布奇諾,咖啡,2,95,190.0
A23355,2026-08-22,星期六,中壢店,晚上,晴,M1645,拿鐵,咖啡,1,90,90.0
X0006,2026-08-28,星期五,信義店,早上,晴,,美式咖啡,咖啡,0,70,0.0
A23091,2026-08-20,星期四,信義店,下午,晴,M0155,抹茶拿鐵,茶飲,2,100,200.0
A21953,2026-08-07,星期五,信義店,下午,晴,M1220,拿鐵,咖啡,1,90,90.0
A21658,2026-08-03,星期一,信義店,晚上,晴,M1910,拿鐵,咖啡,2,90,180.0
A23781,2026-08-29,星期六,信義店,下午,陰,M1328,紅茶,茶飲,3,50,150.0
A23922,2026-08-30,星期日,板橋店,早上,晴,,美式咖啡,咖啡,1,70,70.0
A22142,2026-08-09,星期日,信義店,早上,晴,M1726,起司蛋糕,烘焙,2,120,240.0
A23862,2026-08-30,星期日,信義店,早上,晴,,拿鐵,咖啡,1,90,90.0
A22395,2026-08-12,星期三,板橋店,早上,陰,,起司蛋糕,烘焙,1,120,120.0
A22610,2026-08-14,星期五,中壢店,早上,晴,,拿鐵,咖啡,1,90,90.0
A23012,2026/08/19,星期三,信義店,下午,晴,M1522,拿鐵,咖啡,1,90,90.0
A21583,2026-08-02,星期日,信義店,早上,陰,,美式咖啡,咖啡,1,70,70.0
A22808,2026/08/16,星期日,信義店,下午,陰,M0231,美式咖啡,咖啡,1,70,70.0
A23696,2026-08-28,星期五, 信義店,晚上,晴,M1702,拿鐵,咖啡,3,90,270.0
A23391,2026/08/23,星期日,板橋店,下午,雨,,美式咖啡,咖啡,2,70,140.0
A23267,2026/08/22,星期六,信義店,晚上,晴,M1605,拿鐵,咖啡,1,90,90.0
A23821,2026-08-29,星期六,板橋店,下午,陰,,抹茶拿鐵,茶飲,2,100,200.0
A22794,2026-08-16,星期日,信義店,下午,陰,,拿鐵,咖啡,1,90,90.0
A23740,2026-08-28,星期五,中壢店,早上,晴,,卡布奇諾,咖啡,2,95,190.0
A22411,2026-08-12,星期三,板橋店,早上,陰,M0759,拿鐵,咖啡,3,90,270.0
A21794,2026-08-05,星期三,信義店,下午,雨,,拿鐵,咖啡,2,90,180.0
A23318,2026-08-22,星期六,板橋店,早上,晴,M0099,卡布奇諾,咖啡,1,95,95.0
A21947,2026/08/07,星期五,信義店,下午,晴,M0085,美式咖啡,咖啡,1,70,70.0
A22185,2026-08-09,星期日,板橋店,下午,晴,M1811,紅茶,茶飲,2,50,100.0
A22227,2026-08-09,星期日,中壢店,下午,晴,M0268,拿鐵,咖啡,2,90,180.0
A23104,2026-08-20,星期四,板橋店,早上,晴,,美式咖啡,咖啡,2,70,140.0
A22773,2026-08-16,星期日,信義店,早上,陰,M1181,肉桂捲,烘焙,2,85,170.0
A23024,2026/08/19,星期三,信義店,早上,晴,M1282,卡布奇諾,咖啡,1,95,95.0
A22654,2026-08-15,星期六,信義店,下午,晴,M0889,卡布奇諾,咖啡,3,95,285.0
A21972,2026-08-07,星期五,板橋店,早上,晴,,拿鐵,咖啡,3,90,270.0
A23302,2026-08-22,星期六,板橋店,早上,晴,M1582,起司蛋糕,烘焙,3,120,360.0
A23322,2026-08-22,星期六,板橋店,晚上,晴,M0458,卡布奇諾,咖啡,1,95,95.0
A22287,2026-08-10,星期一,板橋店,早上,晴,,拿鐵,咖啡,1,90,90.0
A23138,2026-08-20,星期四,中壢店,早上,晴,,拿鐵,咖啡,4,90,360.0
A21844,20260806,星期四,信義店,早上,陰,M1236,抹茶拿鐵,茶飲,1,100,100.0
A22640,2026-08-15,星期六,信義店,下午,晴,M1325,美式咖啡,咖啡,1,70,70.0
A22644,2026/08/15,星期六,信義店,早上,晴,M0027,可頌,烘焙,1,60,60.0
A22089,2026-08-08,星期六,中壢店,早上,雨,M1819,抹茶拿鐵,茶飲,1,100,100.0
A21698,2026-08-03,星期一,板橋店,早上,晴,,可頌,烘焙,1,60,60.0
A22958,20260818,星期二,板橋店,下午,陰,M1623,拿鐵,咖啡,1,90,90.0
A21649,2026-08-02,星期日,中壢店,下午,陰,M0477,肉桂捲,烘焙,1,85,85.0
A23618,2026-08-27,星期四,信義店,下午,晴,M0994,拿鐵,咖啡,2,90,180.0
A24025,2026-08-31,星期一,板橋店,下午,晴,,抹茶拿鐵,茶飲,2,100,200.0
A22425,2026/08/12,星期三,中壢店,下午,陰,M1393,拿鐵,咖啡,1,90,90.0
A22788,2026-08-16,星期日,信義店,早上,陰,,紅茶,茶飲,2,50,100.0
A23262,2026-08-22,星期六,信義店,早上,晴,M0009,起司蛋糕,烘焙,2,120,240.0
A22691,2026-08-15,星期六,板橋店,下午,晴,,拿鐵,咖啡,1,90,90.0
A21804,2026-08-05,星期三,板橋店,下午,雨,,抹茶拿鐵,茶飲,1,100,100.0
A22970,2026-08-18,星期二,板橋店,早上,陰,M0619,紅茶,茶飲,1,50,50.0
A22825,2026-08-16,星期日,板橋店,晚上,陰,M0546,拿鐵,咖啡,1,90,90.0
A21542,2026-08-01,星期六,中壢店,早上,雨,,抹茶拿鐵,茶飲,1,100,100.0
A22951,2026/08/18,星期二,信義店,早上,陰,M1653,肉桂捲,烘焙,3,85,255.0
A22863,2026-08-16,星期日,中壢店,下午,陰,,紅茶,茶飲,1,50,50.0
A23608,2026-08-27,星期四,信義店,早上,晴,M0991,美式咖啡,咖啡,1,70,70.0
A22319,2026-08-11,星期二,信義店,晚上,雨,,卡布奇諾,咖啡,1,95,95.0
A22755,2026-08-15,星期六,中壢店,下午,晴,M0676,美式咖啡,咖啡,1,70,70.0
A21624,2026-08-02,星期日,板橋店,早上,陰,,拿鐵,咖啡,3,90,270.0
A23760,2026-08-29,星期六,信義店,下午,陰,M0956,拿鐵,咖啡,3,90,270.0
A22560,2026-08-14,星期五,板橋店,晚上,晴,,美式咖啡,咖啡,1,70,70.0
A23452,2026/08/24,星期一,板橋店,下午,晴,M1768,卡布奇諾,咖啡,2,95,190.0
A22066,2026-08-08,星期六,板橋,下午,雨,,肉桂捲,烘焙,1,85,85.0
A22756,2026-08-15,星期六,中壢店,晚上,晴,M0081,抹茶拿鐵,茶飲,2,100,200.0
A23567,2026/08/26,星期三,中壢店,下午,陰,M1779,抹茶拿鐵,茶飲,2,100,200.0
A21860,2026-08-06,星期四,信義店,下午,陰,M1817,拿鐵,咖啡,1,90,90.0
A23590,2026-08-27,星期四,信義店,晚上,晴,M1510,可頌,烘焙,1,60,60.0
A24004,2026-08-31,星期一,板橋店,下午,晴,,拿鐵,咖啡,3,90,270.0
A23695,2026-08-28,星期五,信義店,下午,晴,M1428,拿鐵,咖啡,2,90,180.0
A21567,2026-08-02,星期日,信義店,晚上,陰,,拿鐵,咖啡,1,90,90.0
A21985,2026-08-07,星期五,板橋店,早上,晴,M1372,卡布奇諾,咖啡,2,95,190.0
A23814,2026/08/29,星期六,板橋店,早上,陰,M1163,肉桂捲,烘焙,1,85,85.0
A23203,2026-08-21,星期五,板橋店,早上,陰,M1928,肉桂捲,烘焙,1,85,85.0
A22869,2026-08-16,星期日,中壢店,早上,陰,,美式咖啡,咖啡,2,70,
A22293,2026-08-10,星期一,中壢店,晚上,晴,M1177,拿鐵,咖啡,1,90,90.0
A21959,2026-08-07,星期五,信義店,晚上,晴,,拿鐵,咖啡,1,90,90.0
A21904,2026-08-06,星期四,中壢店,下午,陰,,肉桂捲,烘焙,1,85,85.0
A21577,2026/08/02,星期日,信義店,早上,陰,,拿鐵,咖啡,1,90,90.0
A22135,2026-08-09,星期日,信義店,下午,晴,M0233,拿鐵,咖啡,1,90,90.0
A21906,2026-08-06,星期四,中壢店,晚上,陰,M0630,紅茶,茶飲,1,50,50.0
A23521,2026-08-26,星期三,信義店,下午,陰,M1396,拿鐵,咖啡,1,90,90.0
A22976,2026-08-18,星期二,板橋店,早上,陰,M1796,可頌,烘焙,2,60,120.0
A22390,2026/08/12,星期三,信義店,下午,陰,M1348,卡布奇諾,咖啡,1,95,95.0
A23211,2026-08-21,星期五,板橋店,早上,陰,,拿鐵,咖啡,3,90,270.0
A23544,2026-08-26,星期三,信義店,早上,陰,,卡布奇諾,咖啡,2,95,190.0
A22594,2026-08-14,星期五,中壢店,早上,晴,M1904,抹茶拿鐵,茶飲,2,100,200.0
A21625,2026-08-02,星期日,板橋店,早上,陰,,拿鐵,咖啡,2,90,180.0
A23495,2026-08-25,星期二,板橋店,晚上,雨,M1877,肉桂捲,烘焙,1,85,85.0
A23020,2026-08-19,星期三,信義店,早上,晴,M0219,拿鐵,咖啡,1,90,90.0
A23489,2026-08-25,星期二,板橋店,早上,雨,M1485,美式咖啡,咖啡,1,70,70.0
A22786,2026-08-16,星期日,信義店,下午,陰,M1839,拿鐵,咖啡,2,90,180.0
A23783,2026/08/29,星期六,信義店,下午,陰,M1795,美式咖啡,咖啡,1,70,70.0
A23139,2026-08-20,星期四,中壢店,早上,晴,,可頌,烘焙,2,60,120.0
A23145,2026-08-21,星期五,信義店,下午,陰,M1720,美式咖啡,咖啡,2,70,140.0
A23915,2026-08-30,星期日,板橋店,下午,晴,,美式咖啡,咖啡,2,70,140.0
A22707,2026-08-15,星期六,板橋店,早上,晴,,拿鐵,咖啡,2,90,180.0
A23027,2026-08-19,星期三,信義店,早上,晴,,美式咖啡,咖啡,1,70,70.0
A22308,2026-08-10,星期一,中壢店,晚上,晴,,抹茶拿鐵,茶飲,2,100,200.0
A22077,2026-08-08,星期六,板橋店,早上,雨,M1898,紅茶,茶飲,1,50,50.0
A21631,2026-08-02,星期日,中壢店,早上,陰,,可頌,烘焙,1,60,60.0
A22167,2026-08-09,星期日,板橋店,晚上,晴,M1568,拿鐵,咖啡,2,90,180.0
A22460,2026-08-13,星期四,信義店,早上,晴,M0635,美式咖啡,咖啡,2,70,140.0
A22195,2026-08-09,星期日,板橋店,早上,晴,M0335,起司蛋糕,烘焙,3,120,360.0
A22810,2026-08-16,星期日,信義店,早上,陰,M1677,美式咖啡,咖啡,3,70,210.0
A21721,20260803,星期一,中壢店,下午,晴,,抹茶拿鐵,茶飲,2,100,200.0
A21582,2026-08-02,星期日,信義店,下午,陰,,拿鐵,咖啡,3,90,270.0
A23384,2026-08-23,星期日,板橋店,晚上,雨,M0880,拿鐵,咖啡,1,90,90.0
A23774,2026-08-29,星期六,信義店,下午,陰,,拿鐵,咖啡,1,90,90.0
A21769,2026-08-04,星期二,板橋店,早上,雨,M1331,肉桂捲,烘焙,3,85,255.0
A22674,2026-08-15,星期六,信義店,早上,晴,M0228,拿鐵,咖啡,1,90,90.0
A23263,2026-08-22,星期六,信義店,下午,晴,M0108,美式咖啡,咖啡,2,70,140.0
A21886,2026-08-06,星期四,板橋店,下午,陰,,紅茶,茶飲,2,50,100.0
A23663,2026-08-28,星期五,信義店,下午,晴,M1976,拿鐵,咖啡,1,90,90.0
A23581,2026/08/26,星期三,中壢店,晚上,陰,,拿鐵,咖啡,3,90,270.0
A23407,2026-08-23,星期日,中壢店,下午,雨,,拿鐵,咖啡,3,90,270.0
A21514,2026-08-01,星期六,板橋店,晚上,雨,M0679,拿鐵,咖啡,1,90,90.0
A23534,2026-08-26,星期三,信義店,早上,陰,M0829,紅茶,茶飲,2,50,100.0
A22094,2026-08-09,星期日, 信義店,下午,晴,M0055,拿鐵,咖啡,2,90,180.0
A23510,20260825,星期二,中壢店,早上,雨,M0438,紅茶,茶飲,1,50,50.0
A22408,2026-08-12,星期三,板橋店,早上,陰,,拿鐵,咖啡,1,90,90.0
A21566,2026/08/02,星期日,信義店,下午,陰,M1401,卡布奇諾,咖啡,1,95,95.0
A21605,20260802,星期日,板橋店,晚上,陰,,起司蛋糕,烘焙,3,120,360.0
A22985,2026/08/18,星期二,中壢店,早上,陰,M0016,美式咖啡,咖啡,1,70,70.0
A23494,2026-08-25,星期二,板橋店,早上,雨,M1519,美式咖啡,咖啡,1,70,70.0
A23409,2026-08-23,星期日,中壢店,下午,雨,M0336,抹茶拿鐵,茶飲,2,100,200.0
A21854,2026-08-06,星期四,信義店,下午,陰,M0612,拿鐵,咖啡,1,90,90.0
A23609,2026-08-27,星期四,信義店,下午,晴,M1351,拿鐵,咖啡,1,90,90.0
A22602,2026-08-14,星期五,中壢店,早上,晴,M0338,拿鐵,咖啡,1,90,90.0
A21535,2026/08/01,星期六,板橋店,晚上,雨,M1436,抹茶拿鐵,茶飲,1,100,100.0
A23208,2026-08-21,星期五,板橋店,下午,陰,,拿鐵,咖啡,2,90,180.0
A23258,2026-08-22,星期六,信義店,早上,晴,,拿鐵,咖啡,2,90,180.0
A23803,2026-08-29,星期六,板橋店,下午,陰,M1534,紅茶,茶飲,3,50,150.0
A21770,2026-08-04,星期二,中壢店,早上,雨,,拿鐵,咖啡,3,90,270.0
A21517,2026-08-01,星期六,板橋店,晚上,雨,M1564,起司蛋糕,烘焙,1,120,120.0
A23807,2026-08-29,星期六,板橋店,早上,陰,M1491,拿鐵,咖啡,3,90,270.0
A22509,2026-08-13,星期四,中壢店,晚上,晴,,美式咖啡,咖啡,1,70,70.0
A23585,2026-08-27,星期四,信義店,早上,晴,,起司蛋糕,烘焙,2,120,240.0
A21758,2026-08-04,星期二,板橋店,下午,雨,M0750,拿鐵,咖啡,1,90,90.0
A22697,2026-08-15,星期六,板橋店,早上,晴,,起司蛋糕,烘焙,2,120,240.0
A22880,2026-08-17,星期一,信義店,下午,晴,,肉桂捲,烘焙,1,85,85.0
A22338,2026-08-11,星期二,板橋店,下午,雨,M0928,紅茶,茶飲,3,50,150.0
A23303,2026-08-22,星期六,板橋店,下午,晴,,肉桂捲,烘焙,2,85,170.0
A22503,2026-08-13,星期四,中壢店,下午,晴,M0182,卡布奇諾,咖啡,2,95,
A23043,2026/08/19,星期三,板橋店,晚上,晴,M1612,拿鐵,咖啡,3,90,270.0
A22703,2026/08/15,星期六,板橋店,早上,晴,,美式咖啡,咖啡,1,70,70.0
A22781,2026-08-16,星期日,信義店,早上,陰,M1038,抹茶拿鐵,茶飲,1,100,100.0
A23752,2026-08-28,星期五,中壢店,早上,晴,M1165,紅茶,茶飲,1,50,50.0
A21850,2026-08-06,星期四,信義店,下午,陰,M0985,美式咖啡,咖啡,1,70,70.0
A22705,2026-08-15,星期六,板橋店,下午,晴,M0538,拿鐵,咖啡,3,90,270.0
A21987,2026-08-07,星期五,板橋店,早上,晴,,抹茶拿鐵,茶飲,1,100,100.0
